RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000150,臺中市后里區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000200,臺中市石岡區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,101,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,58,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,25,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000100,臺中市東勢區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,37,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000290,臺中市和平區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,46,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,74,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000190,臺中市新社區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,70,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000170,臺中市潭子區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,108,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,14,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,19,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000180,臺中市大雅區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:34,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000160,臺中市神岡區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000240,臺中市大肚區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,92,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,65,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000130,臺中市沙鹿區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000250,臺中市龍井區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,52,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,84,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000140,臺中市梧棲區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,42,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,56,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a102,高級中等學校校數及教職員數─按行政區別分-教師數(單位:人),2015/8/1 上午 12:00:00,010000066000120,臺中市清水區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,56,,387040000E,教育局,2016/12/16 上午 09:33:35,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000010,臺中市中區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,230010000101,國立,9900100001,男,0,,0,,0,,0,,24,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,230010000101,國立,9900100002,女,0,,0,,0,,0,,39,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,230010000102,市立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,230010000102,市立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2300100002,私立,9900100001,男,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
10430-01-02-2,臺中市高級中等學校校數及教職員數─按行政區別分,1043001a103,高級中等學校校數及教職員數─按行政區別分-職員數(單位:人),2015/8/1 上午 12:00:00,010000066000020,臺中市東區,S,學年,2300100002,私立,9900100002,女,0,,0,,0,,0,,0,,387040000E,教育局,2016/12/16 上午 09:33:33,
